customername,email,phone,birthday,serialnumber,registrationdate,lastupdatedate,sharewithresearchasofdate,sharewithpublicasofdate
Jaya Harris,Jaya.Harris@test.com,8015551212,1014-01-01,ece6edf8-a14c-4489-a41c-98fe1b72b059,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Bobby Khatib,Bobby.Khatib@test.com,8015551212,1012-01-01,2e34a651-5e26-4280-b30b-9f2066496a89,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Lyn Aristotle,Lyn.Aristotle@test.com,8015551212,1010-01-01,17486ebd-4c5d-4e84-b592-d1765bacf628,1.65529E+12,1.65529E+12,1.65529E+12,
Jane Jackson,Jane.Jackson@test.com,8015551212,1008-01-01,94867fb9-570d-4031-b319-8a9d3b8c1c20,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Jacob Anandh,Jacob.Anandh@test.com,8015551212,1007-01-01,bdfc0926-a6cb-4567-8798-fd003dd5fadf,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Senthil Howard,Senthil.Howard@test.com,8015551212,1005-01-01,5d9bf1f7-0492-4bac-842b-3ed958fa5ba1,1.65529E+12,1.65529E+12,1.65529E+12,
Jacob Khatib,Jacob.Khatib@test.com,8015551212,1004-01-01,bdfc0926-a6cb-4567-8798-fd003dd5fadf,1.65529E+12,1.65529E+12,1.65529E+12,
Sean Davis,Sean.Davis@test.com,8015551212,1003-01-01,159a908a-371e-40c1-ba92-dcdea483a6a2,1.65529E+12,1.65529E+12,1.65529E+12,
Angie Anderson,Angie.Anderson@test.com,8015551212,1000-01-01,fc868710-172e-408b-895d-ba0a5406e4da,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Jason Clayton,Jason.Clayton@test.com,8015551212,999-01-01,a9c6b46b-01d8-4f86-a8ed-b1bde922932e,1.65529E+12,1.65529E+12,1.65529E+12,
Neeraj Habschied,Neeraj.Habschied@test.com,8015551212,998-01-01,4ad3c0da-38a9-48f9-9d99-766a717a774c,1.65529E+12,1.65529E+12,1.65529E+12,
Jaya Sanchez,Jaya.Sanchez@test.com,8015551212,995-01-01,b8a9332d-39f7-4994-a299-d60a747d288b,1.65529E+12,1.65529E+12,1.65529E+12,
Jason Huey,Jason.Huey@test.com,8015551212,994-01-01,4ad3c0da-38a9-48f9-9d99-766a717a774c,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Sean Wu,Sean.Wu@test.com,8015551212,993-01-01,f831cb34-4ef3-42cf-9ee7-a0240b515f33,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Santosh Habschied,Santosh.Habschied@test.com,8015551212,991-01-01,5d9bf1f7-0492-4bac-842b-3ed958fa5ba1,1.65529E+12,1.65529E+12,1.65529E+12,
Jerry Harris,Jerry.Harris@test.com,8015551212,990-01-01,51fe4a0b-84bf-4fd8-ac10-638481219601,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Neeraj Jones,Neeraj.Jones@test.com,8015551212,988-01-01,bdfc0926-a6cb-4567-8798-fd003dd5fadf,1.65529E+12,1.65529E+12,1.65529E+12,
Edward Doshi,Edward.Doshi@test.com,8015551212,987-01-01,17486ebd-4c5d-4e84-b592-d1765bacf628,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Eric Clayton,Eric.Clayton@test.com,8015551212,986-01-01,bdfc0926-a6cb-4567-8798-fd003dd5fadf,1.65529E+12,1.65529E+12,1.65529E+12,
Lyn Gonzalez,Lyn.Gonzalez@test.com,8015551212,978-01-01,fc868710-172e-408b-895d-ba0a5406e4da,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Ashley Fibonnaci,Ashley.Fibonnaci@test.com,8015551212,977-01-01,4ad3c0da-38a9-48f9-9d99-766a717a774c,1.65529E+12,1.65529E+12,1.65529E+12,
Craig Howard,Craig.Howard@test.com,8015551212,976-01-01,bdfc0926-a6cb-4567-8798-fd003dd5fadf,1.65529E+12,1.65529E+12,1.65529E+12,
Sarah Howard,Sarah.Howard@test.com,8015551212,973-01-01,a6cd85aa-09fa-4e9c-b28d-38881f6efc3c,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Ashley Clark,Ashley.Clark@test.com,8015551212,972-01-01,b2892f78-f4bb-49ec-87fc-09d0f443596e,1.65529E+12,1.65529E+12,1.65529E+12,1.65529E+12
Jaya Clayton,Jaya.Clayton@test.com,8015551212,971-01-01,2e34a651-5e26-4280-b30b-9f2066496a89,1.65529E+12,1.65529E+12,1.65529E+12,
Larry Staples,Larry.Staples@test.com,8015551212,969-01-01,b8a9332d-39f7-4994-a299-d60a747d288b,1.65529E+12,1.65529E+12,1.65529E+12,
Larry Wu,Larry.Wu@test.com,8015551212,968-01-01,41e55307-c7c3-4a9a-a607-61a8c1038456,1.65529E+12,1.65529E+12,1.65529E+12,
Spencer Sanchez,Spencer.Sanchez@test.com,8015551212,967-01-01,ece6edf8-a14c-4489-a41c-98fe1b72b059,1.65529E+12,1.65529E+12,1.65529E+12,
